City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Fortuna,US,2020-08-17 23:28:55,40.6,-124.16,64.0,86,100,5.01
306,East London,ZA,2020-08-17 23:28:56,-33.02,27.91,57.13,61,55,23.64
307,Pacific Grove,US,2020-08-17 23:28:56,36.62,-121.92,75.2,56,40,8.05
308,Port Hardy,CA,2020-08-17 23:28:35,50.7,-127.42,77.0,53,20,12.75
309,Marsabit,KE,2020-08-17 23:28:56,2.33,37.99,62.58,79,72,17.85
310,Sarandi,BR,2020-08-17 23:28:56,-23.44,-51.87,63.1,99,100,8.7
311,Saurimo,AO,2020-08-17 23:28:57,-9.66,20.39,67.86,25,8,3.36
312,Potosi,BO,2020-08-17 23:26:04,-19.58,-65.75,45.48,44,68,14.47
313,Suez,EG,2020-08-17 23:28:57,29.97,32.53,76.03,77,0,6.33
314,Svetlogorsk,BY,2020-08-17 23:28:57,52.63,29.73,62.62,87,21,2.75
315,Itoman,JP,2020-08-17 23:28:58,26.12,127.67,86.0,79,20,8.05
316,Kapoeta,SS,2020-08-17 23:28:58,4.77,33.59,75.18,71,69,4.99
317,Sao Joaquim,BR,2020-08-17 23:28:58,-28.29,-49.93,49.24,100,32,4.18
318,Sisimiut,GL,2020-08-17 23:28:15,66.94,-53.67,50.34,57,58,2.42
319,Swift Current,CA,2020-08-17 23:26:45,50.28,-107.8,93.2,13,40,11.41
320,Mattawa,US,2020-08-17 23:28:59,46.74,-119.9,102.2,14,1,11.41
321,Dapaong,TG,2020-08-17 23:28:59,10.86,0.2,76.93,80,56,4.65
322,Gawler,AU,2020-08-17 23:28:59,-34.6,138.73,52.0,89,19,7.0
323,Mtimbira,TZ,2020-08-17 23:29:00,-8.78,36.35,69.62,64,33,1.97
324,Paracuru,BR,2020-08-17 23:29:00,-3.41,-39.03,80.01,74,9,21.0
325,Chokurdakh,RU,2020-08-17 23:29:00,70.63,147.92,40.28,83,100,11.83
326,Saint Austell,GB,2020-08-17 23:24:44,50.34,-4.77,61.0,93,87,8.05
327,Ouallam,NE,2020-08-17 23:29:01,14.32,2.09,85.91,58,49,16.73
328,Kilimatinde,TZ,2020-08-17 23:27:05,-5.85,34.95,61.72,72,100,2.28
329,Dauphin,CA,2020-08-17 23:29:01,51.15,-100.05,80.6,47,1,10.29
330,Alofi,NU,2020-08-17 23:29:02,-19.06,-169.92,78.8,65,75,17.22
331,Kavieng,PG,2020-08-17 23:29:02,-2.57,150.8,83.26,74,4,9.73
332,Meulaboh,ID,2020-08-17 23:29:02,4.14,96.13,76.33,86,37,5.46
333,Bathsheba,BB,2020-08-17 23:29:02,13.22,-59.52,78.8,94,75,9.17
334,Bani Walid,LY,2020-08-17 23:29:03,31.76,13.99,78.33,45,0,3.22
335,Dawlatabad,AF,2020-08-17 23:29:03,36.41,64.91,67.87,26,0,3.44
336,San Patricio,MX,2020-08-17 23:29:03,19.22,-104.7,82.4,78,90,23.04
337,Omachi,JP,2020-08-17 23:29:03,36.5,137.87,82.0,83,75,3.36
338,Nuuk,GL,2020-08-17 23:29:03,64.18,-51.72,59.0,41,0,5.82
339,Casper,US,2020-08-17 23:24:23,42.87,-106.31,96.8,8,1,8.01
340,Baymak,RU,2020-08-17 23:29:04,52.59,58.32,46.87,91,93,8.72
341,Tecoanapa,MX,2020-08-17 23:29:04,16.52,-98.75,80.74,84,100,6.67
342,Cherskiy,RU,2020-08-17 23:29:04,68.75,161.3,43.57,84,100,12.88
343,Bassano,CA,2020-08-17 23:29:05,50.78,-112.47,91.0,23,38,17.2
344,Mechetinskaya,RU,2020-08-17 23:29:05,46.77,40.46,65.26,62,0,4.36
345,Cam Ranh,VN,2020-08-17 23:29:05,11.92,109.16,80.6,94,40,2.24
346,Siocon,PH,2020-08-17 23:29:05,7.71,122.14,79.41,79,93,4.29
347,Port Lincoln,AU,2020-08-17 23:28:14,-34.73,135.87,55.17,70,30,21.99
348,Tuy Hoa,VN,2020-08-17 23:26:03,13.08,109.3,77.45,82,32,6.53
349,Nanhai,CN,2020-08-17 23:29:06,30.13,111.78,86.0,77,0,3.29
350,Tabuk,PH,2020-08-17 23:29:06,17.42,121.44,75.45,89,98,1.48
351,Erenhot,CN,2020-08-17 23:29:06,43.65,111.98,66.31,62,100,22.1
352,Hirara,JP,2020-08-17 23:29:06,24.8,125.28,84.2,83,40,8.05
353,Ostrovnoy,RU,2020-08-17 23:29:07,68.05,39.51,41.38,87,80,12.33
354,Puro,PH,2020-08-17 23:29:07,12.48,123.38,81.36,78,93,1.5
355,Tucuman,AR,2020-08-17 23:25:11,-26.82,-65.22,68.0,37,1,6.93
356,Anzio,IT,2020-08-17 23:29:07,41.49,12.62,75.99,94,40,2.24
357,Nouadhibou,MR,2020-08-17 23:29:08,20.93,-17.03,75.2,69,11,12.75
358,Pietrosani,RO,2020-08-17 23:29:08,45.18,24.85,61.97,58,2,3.87
359,Panyutyne,UA,2020-08-17 23:29:08,48.93,36.28,64.38,65,0,1.72
360,Mengyin,CN,2020-08-17 23:29:09,35.71,117.93,80.17,92,19,5.03
361,Neiafu,TO,2020-08-17 23:29:09,-18.65,-173.98,75.2,83,75,16.11
362,Port Macquarie,AU,2020-08-17 23:29:09,-31.43,152.92,55.99,84,28,6.11
363,Lapa,BR,2020-08-17 23:29:09,-25.77,-49.72,60.01,100,90,6.93
364,Fernandez,AR,2020-08-17 23:29:09,-27.92,-63.89,65.05,31,0,10.13
365,Sobolevo,RU,2020-08-17 23:29:10,54.43,31.9,58.51,91,0,5.17
366,Lac Du Bonnet,CA,2020-08-17 23:29:10,50.25,-96.06,75.99,87,0,3.0
367,Balsas,BR,2020-08-17 23:29:10,-7.53,-46.04,83.91,28,58,3.24
368,Kruisfontein,ZA,2020-08-17 23:29:11,-34.0,24.73,50.0,66,97,13.0
369,Coihaique,CL,2020-08-17 23:28:52,-45.58,-72.07,41.0,52,75,6.93
370,Changji,CN,2020-08-17 23:29:11,44.02,87.32,75.2,31,2,11.18
371,Denpasar,ID,2020-08-17 23:26:56,-8.65,115.22,78.8,100,75,6.93
372,Harrison,US,2020-08-17 23:29:12,30.41,-89.04,89.6,59,1,6.93
373,Kamenka,RU,2020-08-17 23:29:12,51.32,42.77,64.0,88,0,3.0
374,Kimbe,PG,2020-08-17 23:29:13,-5.55,150.14,81.75,63,1,7.61
375,Mareeba,AU,2020-08-17 23:29:13,-17.0,145.43,73.99,60,70,2.24
376,Wahiawa,US,2020-08-17 23:26:22,21.5,-158.02,87.8,51,20,14.99
377,Shahr-E Babak,IR,2020-08-17 23:29:13,30.12,55.12,75.25,38,24,7.54
378,Mamontovo,RU,2020-08-17 23:29:14,52.71,81.62,62.02,45,44,10.63
379,Pochutla,MX,2020-08-17 23:29:14,15.74,-96.47,73.4,88,90,8.46
380,Las Palmas,ES,2020-08-17 23:29:14,28.42,-14.01,75.2,69,0,14.99
381,Zenzeli,RU,2020-08-17 23:29:14,45.92,47.05,70.59,34,0,8.01
382,Eydhafushi,MV,2020-08-17 23:29:15,5.1,73.07,82.56,72,67,6.17
383,Darhan,MN,2020-08-17 23:29:15,49.49,105.92,50.04,64,0,1.23
384,Aksu,CN,2020-08-17 23:29:15,41.12,80.26,76.03,31,52,4.9
385,Karasjok,NO,2020-08-17 23:29:15,69.47,25.51,48.2,76,100,24.16
386,Hailar,CN,2020-08-17 23:29:16,49.2,119.7,56.44,92,100,9.93
387,Gobabis,NA,2020-08-17 23:29:16,-22.45,18.97,45.82,45,0,11.9
388,Pervomayskoye,RU,2020-08-17 23:29:16,43.92,46.71,62.83,69,0,6.42
389,Novi Travnik,BA,2020-08-17 23:29:16,44.17,17.66,60.8,100,19,3.0
390,Valdosta,US,2020-08-17 23:28:00,30.83,-83.28,87.8,69,75,6.93
391,Komsomolskiy,UZ,2020-08-17 23:29:17,40.43,71.72,69.8,83,90,2.24
392,Victoria Point,AU,2020-08-17 23:29:17,-27.58,153.3,66.0,53,0,4.0
393,Vaitape,PF,2020-08-17 23:29:18,-16.52,-151.75,79.29,71,15,11.97
394,Aklavik,CA,2020-08-17 23:29:18,68.22,-135.01,64.4,63,20,8.05
395,Boo,SE,2020-08-17 23:29:18,59.33,18.28,64.4,93,100,4.7
396,Hofn,IS,2020-08-17 23:29:18,64.25,-15.21,53.02,91,27,4.05
397,Nicoya,CR,2020-08-17 23:29:18,10.15,-85.45,86.0,74,40,8.05
398,Labuhan,ID,2020-08-17 23:29:19,-6.88,112.21,76.12,82,34,9.31
399,Keti Bandar,PK,2020-08-17 23:29:19,24.14,67.45,84.0,83,88,11.43
400,Stornoway,GB,2020-08-17 23:29:19,58.21,-6.39,59.0,93,89,8.05
401,Jiaohe,CN,2020-08-17 23:29:19,43.73,127.34,73.74,92,100,10.47
402,Mulanje,MW,2020-08-17 23:29:19,-16.03,35.5,67.12,79,54,5.37
403,Keetmanshoop,NA,2020-08-17 23:29:20,-26.58,18.13,38.61,83,0,12.17
404,Uni,RU,2020-08-17 23:29:20,57.75,51.49,48.22,90,100,14.45
405,Khilok,RU,2020-08-17 23:29:20,51.37,110.47,46.85,88,0,1.83
406,Richards Bay,ZA,2020-08-17 23:29:20,-28.78,32.04,67.05,67,0,21.34
407,Badajoz,ES,2020-08-17 23:29:20,38.67,-6.17,73.99,62,0,5.01
408,Mayo,US,2020-08-17 23:29:21,38.89,-76.51,78.01,80,40,8.05
409,Falmouth,GB,2020-08-17 23:29:21,50.15,-5.07,62.6,93,62,13.87
410,Wanning,CN,2020-08-17 23:29:21,18.8,110.4,80.15,84,71,2.53
411,Marawi,PH,2020-08-17 23:29:21,8.0,124.29,75.0,92,83,5.99
412,Waipawa,NZ,2020-08-17 23:29:22,-41.41,175.52,54.0,62,83,3.36
413,Middle Island,US,2020-08-17 23:29:22,40.88,-72.94,72.0,83,75,6.93
414,Yurginskoye,RU,2020-08-17 23:29:22,56.82,67.39,51.6,95,94,5.91
415,Sibolga,ID,2020-08-17 23:29:22,1.74,98.78,75.6,82,48,4.52
416,Bedesa,ET,2020-08-17 23:29:22,8.9,40.78,63.82,79,80,5.97
417,Atherton,GB,2020-08-17 23:27:57,53.52,-2.49,60.01,91,65,1.99
418,Kuytun,RU,2020-08-17 23:29:23,54.34,101.5,47.86,77,90,8.55
419,Port Hueneme,US,2020-08-17 23:29:23,34.15,-119.2,77.0,69,1,13.87
420,Aksarka,RU,2020-08-17 23:29:23,66.56,67.8,50.2,92,100,7.47
421,Srandakan,ID,2020-08-17 23:29:23,-7.94,110.25,75.15,86,7,6.93
422,Avera,US,2020-08-17 23:29:24,33.19,-82.53,87.8,62,40,8.05
423,Nanakuli,US,2020-08-17 23:29:24,21.39,-158.15,87.8,58,75,4.7
424,Tirunelveli,IN,2020-08-17 23:29:24,8.73,77.7,79.02,71,74,4.12
425,Vao,NC,2020-08-17 23:29:24,-22.67,167.48,70.02,81,50,17.31
426,Calabozo,VE,2020-08-17 23:29:25,8.92,-67.43,78.64,89,70,2.13
427,Mutis,CO,2020-08-17 23:29:25,6.23,-77.4,79.86,80,94,4.97
428,Sciacca,IT,2020-08-17 23:29:25,37.51,13.09,72.0,94,0,11.01
429,Cabedelo,BR,2020-08-17 23:29:25,-6.98,-34.83,73.4,88,20,5.82
430,Sorong,ID,2020-08-17 23:24:42,-0.88,131.25,78.24,86,84,12.06
431,Buala,SB,2020-08-17 23:29:26,-8.14,159.59,84.47,69,73,3.0
432,Yarkovo,RU,2020-08-17 23:29:26,57.4,67.08,51.06,96,47,4.88
433,Plouzane,FR,2020-08-17 23:29:26,48.38,-4.62,62.6,93,90,9.17
434,Nuevitas,CU,2020-08-17 23:29:26,21.55,-77.26,77.0,100,62,2.24
435,Tefe,BR,2020-08-17 23:29:27,-3.35,-64.71,80.6,74,81,3.36
436,Esperance,AU,2020-08-17 23:29:27,-33.87,121.9,48.2,93,90,25.28
437,Touros,BR,2020-08-17 23:29:27,-5.2,-35.46,75.2,83,20,5.82
438,Kirakira,SB,2020-08-17 23:29:27,-10.45,161.92,84.72,66,79,2.48
439,Olafsvik,IS,2020-08-17 23:29:28,64.89,-23.71,55.98,81,55,7.25
440,Port Augusta,AU,2020-08-17 23:29:28,-32.5,137.77,54.0,71,0,13.87
441,Skjervoy,NO,2020-08-17 23:29:28,70.03,20.97,50.81,78,100,26.06
442,Bujanovac,RS,2020-08-17 23:29:28,42.46,21.77,62.01,96,47,1.01
443,Thonon-Les-Bains,FR,2020-08-17 23:29:28,46.25,6.5,66.2,72,75,2.24
444,Niigata,JP,2020-08-17 23:29:29,37.9,139.02,80.6,83,75,5.82
445,Eyl,SO,2020-08-17 23:29:29,7.98,49.82,75.88,72,44,25.21
446,Sao Felix Do Xingu,BR,2020-08-17 23:29:29,-6.64,-51.99,81.05,31,0,0.34
447,Oktyabrskoye,RU,2020-08-17 23:29:29,43.06,44.74,55.4,93,0,4.47
448,Dembi Dolo,ET,2020-08-17 23:29:29,8.53,34.8,59.49,98,99,3.13
449,Talnakh,RU,2020-08-17 23:29:30,69.49,88.4,51.8,62,0,6.71
450,Jiuquan,CN,2020-08-17 23:29:30,39.74,98.52,65.34,25,0,7.65
451,Tautira,PF,2020-08-17 23:29:30,-17.73,-149.15,84.2,58,20,5.82
452,Izhma,RU,2020-08-17 23:29:30,65.01,53.91,49.62,95,100,2.46
453,Rio Gallegos,AR,2020-08-17 23:29:30,-51.62,-69.22,35.6,88,90,23.04
454,Campbeltown,GB,2020-08-17 23:28:08,55.43,-5.61,60.8,93,97,9.17
455,Woudrichem,NL,2020-08-17 23:29:31,51.81,5.0,64.99,94,76,1.99
456,North Bend,US,2020-08-17 23:29:31,43.41,-124.22,75.99,77,1,11.41
457,Le Vauclin,MQ,2020-08-17 23:29:31,14.55,-60.84,81.0,94,85,16.11
458,Sorland,NO,2020-08-17 23:29:32,67.67,12.69,50.59,75,96,6.11
459,Najran,SA,2020-08-17 23:29:32,17.49,44.13,84.2,26,91,4.7
460,Gazojak,TM,2020-08-17 23:29:32,41.19,61.4,68.04,41,7,6.2
461,Makat,KZ,2020-08-17 23:29:32,47.65,53.35,69.82,37,7,16.62
462,Belmonte,BR,2020-08-17 23:29:32,-15.86,-38.88,75.2,73,2,5.82
463,Muzhi,RU,2020-08-17 23:29:33,65.37,64.67,51.73,92,100,7.36
464,Kisangani,CD,2020-08-17 23:29:33,0.52,25.2,73.29,85,100,1.83
465,Presidencia Roque Saenz Pena,AR,2020-08-17 23:29:33,-26.79,-60.44,59.88,38,0,5.82
466,Santiago,CL,2020-08-17 23:26:05,-33.46,-70.65,59.0,44,0,4.7
467,Coahuayana,MX,2020-08-17 23:29:34,18.73,-103.68,75.2,88,90,11.41
468,Carutapera,BR,2020-08-17 23:29:34,-1.2,-46.02,77.94,79,92,7.7
469,Hambantota,LK,2020-08-17 23:29:34,6.12,81.12,78.8,100,5,10.29
470,Harindanga,IN,2020-08-17 23:29:34,22.04,88.32,80.6,94,75,10.92
471,Shetpe,KZ,2020-08-17 23:29:35,44.17,52.12,63.41,54,0,10.18
472,Port Hawkesbury,CA,2020-08-17 23:29:35,45.62,-61.35,55.99,93,90,9.17
473,Arteaga,MX,2020-08-17 23:29:35,18.47,-102.42,66.2,98,95,5.26
474,Mahanoro,MG,2020-08-17 23:29:35,-19.9,48.8,64.17,89,0,3.71
475,Kahului,US,2020-08-17 23:29:36,20.89,-156.47,87.8,48,40,21.92
476,Naryan-Mar,RU,2020-08-17 23:29:36,67.67,53.09,47.32,93,100,7.0
477,Saquarema,BR,2020-08-17 23:29:36,-22.92,-42.51,75.2,78,40,5.82
478,Doka,SD,2020-08-17 23:29:36,13.52,35.77,73.38,91,100,7.74
479,Emba,KZ,2020-08-17 23:29:36,48.83,58.14,62.62,47,47,15.08
480,Bratsk,RU,2020-08-17 23:29:37,56.13,101.61,50.0,81,100,8.95
481,Baykit,RU,2020-08-17 23:29:37,61.67,96.37,54.18,64,100,2.84
482,Tabou,CI,2020-08-17 23:29:37,4.42,-7.35,75.06,79,78,9.42
483,Kargasok,RU,2020-08-17 23:29:37,59.06,80.86,56.07,94,97,9.17
484,Gerash,IR,2020-08-17 23:29:38,27.67,54.14,87.93,47,7,4.74
485,Cravo Norte,CO,2020-08-17 23:29:38,6.3,-70.2,76.64,90,91,3.6
486,Rio Grande,BR,2020-08-17 23:29:00,-32.03,-52.1,54.0,78,0,6.85
487,Semey,KZ,2020-08-17 23:29:38,50.41,80.23,64.4,48,72,6.71
488,Ayolas,PY,2020-08-17 23:29:38,-27.4,-56.9,57.0,77,0,6.4
489,Fukue,JP,2020-08-17 23:29:39,32.69,128.84,84.2,79,20,11.41
490,Abu Dhabi,AE,2020-08-17 23:26:30,24.47,54.37,93.2,71,92,3.36
491,Chuncheng,CN,2020-08-17 23:29:39,22.17,111.79,84.99,72,82,3.74
492,Abashiri,JP,2020-08-17 23:29:39,44.02,144.27,64.4,82,75,5.82
493,Kargil,IN,2020-08-17 23:29:40,34.57,76.1,57.74,60,0,7.7
494,Harstad,NO,2020-08-17 23:29:40,68.8,16.53,50.0,93,100,23.04
495,Christchurch,NZ,2020-08-17 23:29:40,-43.53,172.63,52.0,71,99,17.22
496,Ilo,PE,2020-08-17 23:29:40,-17.64,-71.34,58.55,78,76,4.27
497,Sept-Iles,CA,2020-08-17 23:25:32,50.2,-66.38,64.4,88,40,8.05
498,Balancan,MX,2020-08-17 23:29:41,17.8,-91.53,85.59,77,55,7.43
499,Aripuana,BR,2020-08-17 23:29:41,-9.17,-60.63,84.33,22,66,0.45
500,Dalhousie,IN,2020-08-17 23:29:41,32.53,75.98,64.6,100,53,1.48
501,Pangnirtung,CA,2020-08-17 23:29:42,66.15,-65.71,46.4,93,75,11.41
502,Chany,RU,2020-08-17 23:29:42,55.31,76.76,57.74,88,83,8.01
503,San Cristobal,VE,2020-08-17 23:29:42,7.77,-72.22,84.2,66,40,5.82
504,Umm Lajj,SA,2020-08-17 23:29:42,25.02,37.27,86.18,57,0,5.95
505,Sadao,TH,2020-08-17 23:29:42,6.64,100.42,77.0,100,20,1.12
506,Caravelas,BR,2020-08-17 23:29:43,-17.71,-39.25,72.41,84,3,5.97
507,Porlamar,VE,2020-08-17 23:29:43,10.96,-63.85,84.2,79,98,8.05
508,Sulangan,PH,2020-08-17 23:29:43,11.14,123.72,82.87,73,100,4.21
509,San Quintin,MX,2020-08-17 23:29:43,30.48,-115.95,78.35,64,59,8.01
510,Watsa,CD,2020-08-17 23:29:43,3.04,29.54,63.52,100,73,0.89
511,Inta,RU,2020-08-17 23:29:44,66.03,60.17,50.79,80,99,5.91
512,Vitina,BA,2020-08-17 23:29:44,43.24,17.48,73.4,69,27,3.36
513,Sile,TR,2020-08-17 23:29:44,41.18,29.61,73.99,57,0,4.0
514,Yar-Sale,RU,2020-08-17 23:29:44,66.83,70.83,50.45,91,100,10.76
515,Brigantine,US,2020-08-17 23:29:45,39.41,-74.36,75.2,73,1,9.17
516,Batagay-Alyta,RU,2020-08-17 23:29:45,67.8,130.41,48.7,54,67,1.9
517,Tahe,CN,2020-08-17 23:29:45,52.33,124.73,47.16,94,100,4.34
518,Porto Velho,BR,2020-08-17 23:29:45,-8.76,-63.9,84.2,58,36,2.08
519,Adrar,MR,2020-08-17 23:29:46,20.5,-10.07,100.24,26,0,16.6
520,Birnin Kebbi,NG,2020-08-17 23:29:46,12.45,4.2,81.88,70,88,9.46
521,Teahupoo,PF,2020-08-17 23:29:46,-17.83,-149.27,84.2,58,20,5.82
522,Saint-Pierre,RE,2020-08-17 23:29:46,-21.34,55.48,66.2,63,20,6.93
523,Khasan,RU,2020-08-17 23:29:46,42.43,130.64,71.53,91,100,0.78
524,Snasa,NO,2020-08-17 23:29:47,64.25,12.38,48.87,76,0,1.54
525,Lahad Datu,MY,2020-08-17 23:29:47,5.03,118.33,76.42,90,100,2.8
526,Deputatskiy,RU,2020-08-17 23:29:47,69.3,139.9,41.99,72,83,3.44
527,Sao Filipe,CV,2020-08-17 23:29:47,14.9,-24.5,78.06,85,62,2.01
528,Kozelsk,RU,2020-08-17 23:29:48,54.04,35.77,57.2,100,0,4.43
529,Kirando,TZ,2020-08-17 23:29:48,-7.42,30.6,73.96,46,34,4.16
530,Inuvik,CA,2020-08-17 23:29:48,68.35,-133.72,62.6,55,40,6.93
531,Yegros,PY,2020-08-17 23:29:48,-26.45,-56.4,61.72,74,4,6.02
532,Martapura,ID,2020-08-17 23:29:48,-3.42,114.85,75.2,100,90,2.24
533,Lithakia,GR,2020-08-17 23:29:49,37.72,20.83,73.4,94,0,1.12
534,Chapais,CA,2020-08-17 23:29:49,49.78,-74.85,57.2,100,90,5.82
535,Iisalmi,FI,2020-08-17 23:29:49,63.56,27.19,48.2,81,74,3.36
536,Karabulak,RU,2020-08-17 23:29:49,43.3,44.9,55.4,93,0,4.47
537,Broken Hill,AU,2020-08-17 23:29:49,-31.95,141.43,53.6,66,2,5.5
538,Bhadrachalam,IN,2020-08-17 23:29:50,17.67,80.88,75.83,93,98,2.68
539,Taicheng,CN,2020-08-17 23:29:50,38.73,113.23,63.93,95,100,2.8
540,Gao,ML,2020-08-17 23:29:50,16.64,1.64,87.62,49,35,17.34
541,Massakory,TD,2020-08-17 23:29:50,13.0,15.73,80.58,75,76,6.31
542,Mawlaik,MM,2020-08-17 23:29:51,23.63,94.42,75.56,94,100,3.02
543,Medea,DZ,2020-08-17 23:29:51,36.26,2.75,73.4,88,0,3.36
544,Derbent,RU,2020-08-17 23:29:51,42.07,48.29,68.85,48,0,4.52
545,Ust-Ishim,RU,2020-08-17 23:29:51,57.69,71.17,51.37,95,66,5.64
546,Normandin,CA,2020-08-17 23:29:51,48.83,-72.53,66.2,82,75,4.7
547,Tha Chang,TH,2020-08-17 23:29:52,9.26,99.19,81.0,100,20,2.24
548,Kutum,SD,2020-08-17 23:29:52,14.2,24.67,68.58,82,99,5.3
549,Charleston,US,2020-08-17 23:29:18,32.78,-79.93,82.4,74,1,4.7
550,Lakes Entrance,AU,2020-08-17 23:29:53,-37.88,147.98,60.01,65,54,1.99
551,Adre,TD,2020-08-17 23:29:53,13.47,22.2,76.14,77,92,3.44
