City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Biltine,TD,14.53,20.92,74.7,78,100,3.53,overcast clouds
364,Kongwa,TZ,-6.2,36.42,61.45,88,47,4.38,scattered clouds
365,Chinsali,ZM,-10.54,32.08,58.62,56,86,3.58,overcast clouds
366,Sao Pedro Do Sul,BR,-29.62,-54.18,53.6,62,5,4.7,clear sky
367,Manosque,FR,43.83,5.79,64.99,74,0,3.06,clear sky
368,Klaksvik,FO,62.23,-6.59,51.8,76,100,8.05,overcast clouds
369,Providencia,MX,28.72,-111.58,96.01,56,10,4.0,clear sky
370,Fort Nelson,CA,58.81,-122.7,71.6,33,40,12.75,scattered clouds
371,Aquiraz,BR,-3.9,-38.39,78.8,83,38,6.93,scattered clouds
372,San Pedro Del Parana,PY,-26.83,-56.2,59.0,47,0,14.99,clear sky
373,Oktyabrskiy,RU,54.48,53.47,45.45,91,13,8.9,few clouds
374,Zinacantan,MX,16.75,-92.7,80.6,65,75,6.93,broken clouds
375,Tanout,NE,14.97,8.89,86.74,46,28,18.3,scattered clouds
376,Santa Rosa,PH,14.31,121.11,80.01,94,100,4.7,overcast clouds
377,Hobyo,SO,5.35,48.53,76.95,82,97,18.12,overcast clouds
378,Dunedin,NZ,-45.87,170.5,51.01,85,4,8.99,clear sky
379,Pavlodar,KZ,52.3,76.95,44.6,100,0,6.71,clear sky
380,Alice Springs,AU,-23.7,133.88,57.2,28,0,2.24,clear sky
381,Winslow,US,35.02,-110.7,93.2,17,1,21.92,clear sky
382,Orsha,BY,54.52,30.41,58.89,95,100,9.57,overcast clouds
383,Santa Maria Da Vitoria,BR,-13.39,-44.19,74.52,39,1,2.51,clear sky
384,Atocha,BO,-20.93,-66.23,38.46,61,0,28.41,clear sky
385,Berdigestyakh,RU,62.1,126.7,51.53,65,77,8.32,broken clouds
386,Hualmay,PE,-11.1,-77.61,60.4,82,24,12.19,few clouds
387,Lumeje,AO,-11.55,20.78,62.78,29,0,8.37,clear sky
388,Australind,AU,-33.27,115.72,51.01,82,90,5.03,overcast clouds
389,Sidney,AU,-33.87,151.21,61.0,38,20,17.22,few clouds
390,Manta,EC,-0.95,-80.73,73.4,78,53,16.11,broken clouds
391,Thompson,CA,55.74,-97.86,69.8,60,75,3.36,broken clouds
392,Asau,RO,46.43,26.4,60.01,99,100,3.76,overcast clouds
393,Rehoboth,NA,-23.32,17.08,32.25,73,0,4.61,clear sky
394,Taoudenni,ML,22.68,-3.98,99.01,18,17,3.89,few clouds
395,Norman Wells,CA,65.28,-126.83,66.2,45,40,8.05,scattered clouds
396,Flin Flon,CA,54.77,-101.86,73.4,69,75,2.24,broken clouds
397,Ust-Nera,RU,64.57,143.2,46.02,71,99,7.81,overcast clouds
398,Aswan,EG,24.09,32.91,85.78,20,19,8.55,few clouds
399,Krasnoselkup,RU,65.7,82.47,55.47,93,92,6.02,overcast clouds
400,Voyinka,UA,45.87,33.99,68.5,61,1,2.21,clear sky
401,Lashio,MM,22.93,97.75,67.93,100,100,0.87,overcast clouds
402,Sao Lourenco Da Serra,BR,-23.85,-46.94,60.01,93,90,8.05,overcast clouds
403,Meiganga,CM,6.52,14.3,66.63,96,100,4.92,moderate rain
404,Dudinka,RU,69.41,86.18,59.0,51,59,8.95,broken clouds
405,Novo Aripuana,BR,-5.12,-60.38,84.15,36,16,1.99,few clouds
406,Kargil,IN,34.57,76.1,53.82,55,9,5.53,clear sky
407,Hay River,CA,60.82,-115.8,66.2,68,75,8.05,broken clouds
408,Gore,NZ,-46.1,168.94,55.0,83,30,1.01,scattered clouds
409,Belmonte,BR,-15.86,-38.88,73.4,83,75,2.24,broken clouds
410,Srednekolymsk,RU,67.45,153.68,44.22,66,85,8.66,overcast clouds
411,Columbus,US,39.96,-83.0,73.99,46,20,8.05,few clouds
412,Penzance,GB,50.12,-5.54,60.8,77,71,27.51,broken clouds
413,General Roca,AR,-39.03,-67.58,39.2,51,0,4.7,clear sky
414,Acapulco,MX,16.86,-99.89,86.0,79,75,11.41,broken clouds
415,Berea,US,41.37,-81.85,68.0,49,1,6.93,clear sky
416,Kysyl-Syr,RU,63.9,122.76,51.82,57,12,8.37,few clouds
417,Kalmunai,LK,7.42,81.82,77.31,83,100,7.11,overcast clouds
418,Saint-Philippe,RE,-21.36,55.77,69.01,68,90,3.36,overcast clouds
419,Codajas,BR,-3.84,-62.06,84.2,46,8,2.84,clear sky
420,Quelimane,MZ,-17.88,36.89,73.4,94,75,2.24,broken clouds
421,Minot,US,48.23,-101.3,93.99,23,1,8.05,clear sky
422,Mora,CM,11.05,14.14,73.71,83,100,9.57,overcast clouds
423,Great Yarmouth,GB,52.61,1.73,68.0,99,100,4.0,overcast clouds
424,Aripuana,BR,-9.17,-60.63,83.68,34,16,1.19,few clouds
425,Nemuro,JP,43.32,145.57,75.2,83,75,9.17,broken clouds
426,Alcaniz,ES,41.05,-0.13,75.99,38,0,4.0,clear sky
427,Alofi,NU,-19.06,-169.92,84.2,79,75,12.75,broken clouds
428,Abu Dhabi,AE,24.47,54.37,93.2,84,20,4.7,few clouds
429,Cape Canaveral,US,28.41,-80.6,80.01,83,1,8.05,clear sky
430,Santa Cruz Cabralia,BR,-16.28,-39.02,73.4,83,75,2.24,broken clouds
431,Nioro,GM,13.35,-15.75,78.6,90,70,5.46,broken clouds
432,Arrifes,PT,37.77,-25.7,64.4,77,40,6.93,scattered clouds
433,Nome,US,64.5,-165.41,59.0,81,75,16.11,broken clouds
434,Kirakira,SB,-10.45,161.92,85.37,68,87,6.44,light rain
435,Kahului,US,20.89,-156.47,91.4,43,40,20.8,scattered clouds
436,Sitka,US,57.05,-135.33,64.4,68,90,5.82,overcast clouds
437,Mount Isa,AU,-20.73,139.5,69.8,19,0,11.41,clear sky
438,Souillac,MU,-20.52,57.52,68.0,82,75,11.41,shower rain
439,Rondonopolis,BR,-16.47,-54.64,84.27,21,12,3.29,few clouds
440,Calvinia,ZA,-31.47,19.78,40.48,65,1,1.28,clear sky
441,Havelock,US,34.88,-76.9,78.01,94,1,3.36,clear sky
442,West Linton,GB,55.75,-3.36,63.0,93,90,6.93,light rain
443,Canton,CN,23.12,113.25,87.01,74,40,6.71,scattered clouds
444,Kozhva,RU,65.11,57.05,52.7,94,97,7.81,overcast clouds
445,Tomatlan,MX,19.93,-105.25,76.6,94,100,2.53,light rain
446,Zwettl,AT,48.6,15.17,54.0,92,17,2.93,few clouds
447,Laguna,US,38.42,-121.42,102.2,14,90,4.7,overcast clouds
448,Limbe,CM,4.02,9.21,77.0,100,75,1.12,light intensity drizzle
449,Bentiu,SS,9.23,29.83,71.55,93,93,2.89,overcast clouds
450,Tambun,ID,-6.26,107.07,82.99,94,40,5.93,haze
451,Monte Alegre,BR,-2.01,-54.07,81.54,64,47,1.99,scattered clouds
452,Egvekinot,RU,66.32,-179.17,54.23,50,85,6.89,overcast clouds
453,Chara,RU,56.91,118.26,60.44,39,67,1.23,broken clouds
454,Auki,SB,-8.77,160.7,87.6,60,81,1.57,broken clouds
455,Marawi,PH,8.0,124.29,78.01,89,100,3.0,overcast clouds
456,Varca,IN,15.22,73.92,78.85,86,100,10.31,moderate rain
457,Warrnambool,AU,-38.38,142.48,52.0,87,96,5.99,light rain
458,Ouegoa,NC,-20.35,164.43,76.06,57,3,7.36,clear sky
459,Ambilobe,MG,-13.2,49.05,63.86,80,22,4.81,few clouds
460,Cooma,AU,-36.23,149.13,46.4,52,40,21.92,scattered clouds
461,Cap-Aux-Meules,CA,47.38,-61.86,64.4,82,75,5.82,broken clouds
462,Okhotsk,RU,59.38,143.3,59.76,69,100,17.96,light rain
463,Aras,ES,42.56,-2.36,64.4,55,0,5.82,clear sky
464,Pushkinskiye Gory,RU,57.02,28.91,52.68,96,0,3.67,clear sky
465,Paralimni,CY,35.04,33.98,75.2,88,0,6.35,clear sky
466,Koslan,RU,63.46,48.9,48.81,95,100,9.31,overcast clouds
467,Inhambane,MZ,-23.86,35.38,66.56,70,97,12.1,overcast clouds
468,Freetown,SL,8.48,-13.23,75.96,91,100,12.86,moderate rain
469,Ihosy,MG,-22.4,46.12,58.24,71,0,3.38,clear sky
470,Abu Samrah,SY,35.3,37.18,67.78,79,0,8.41,clear sky
471,Xining,CN,36.62,101.77,56.39,67,4,2.59,clear sky
472,Porto Novo,BJ,6.5,2.6,75.2,94,40,10.29,scattered clouds
473,Buchanan,LR,5.88,-10.05,77.0,88,75,5.82,broken clouds
474,Margherita,IN,27.28,95.68,80.6,83,40,3.36,haze
475,Carutapera,BR,-1.2,-46.02,78.1,82,89,8.25,overcast clouds
476,Tangjiazhuang,CN,39.73,118.45,67.5,71,100,11.77,overcast clouds
477,Wagar,SD,16.15,36.2,86.23,58,65,19.17,broken clouds
478,Hellin,ES,38.51,-1.7,72.59,48,0,2.89,clear sky
479,Ballina,AU,-28.87,153.57,66.2,36,90,24.16,overcast clouds
480,Rosario Do Sul,BR,-30.26,-54.91,44.22,60,1,11.41,clear sky
481,Tombouctou,ML,20.0,-3.0,97.18,29,21,11.56,few clouds
482,San Juan,AR,-31.54,-68.54,43.38,54,21,6.78,few clouds
483,Kedrovyy,RU,56.17,91.82,57.2,93,17,4.47,few clouds
484,Lata,PT,40.16,-8.33,71.01,88,34,4.0,scattered clouds
485,Helong,CN,42.54,129.0,60.33,90,100,3.71,light rain
486,Kingaroy,AU,-26.53,151.83,64.99,29,50,18.34,scattered clouds
487,Matara,LK,5.95,80.54,79.79,83,100,9.8,light rain
488,Hami,CN,42.8,93.45,80.71,27,100,9.86,overcast clouds
489,Kabelvag,NO,68.21,14.48,50.0,87,79,3.85,broken clouds
490,Vao,NC,-22.67,167.48,71.28,79,3,20.29,clear sky
491,Marsa Matruh,EG,31.35,27.25,75.92,81,0,7.43,clear sky
492,Nago,JP,26.59,127.98,87.01,79,1,6.93,clear sky
493,Taga,RO,46.95,24.05,64.4,93,90,4.7,overcast clouds
494,Tateyama,JP,34.98,139.87,87.01,74,20,10.29,few clouds
495,Vestmanna,FO,62.16,-7.17,51.8,76,100,8.05,overcast clouds
496,Sinnamary,GF,5.38,-52.95,79.75,83,0,11.48,light rain
497,Ghanzi,BW,-21.57,21.78,38.46,54,0,7.54,clear sky
498,Coahuayana,MX,18.73,-103.68,78.8,78,75,17.22,broken clouds
499,Otacilio Costa,BR,-27.48,-50.12,53.73,98,100,2.35,light rain
500,Coachella,US,33.68,-116.17,111.2,22,1,6.93,clear sky
501,Cabedelo,BR,-6.98,-34.83,71.6,94,59,4.7,broken clouds
502,Beboto,TD,8.27,16.94,69.4,95,99,1.72,overcast clouds
503,Sola,VU,-13.88,167.55,82.4,94,75,12.62,broken clouds
504,Porto Tolle,IT,44.95,12.32,79.0,87,58,2.42,broken clouds
505,Kinsale,IE,51.71,-8.53,62.01,93,75,32.21,broken clouds
506,Hervey Bay,AU,-25.3,152.85,69.8,44,5,14.99,clear sky
507,Lasa,IT,46.62,10.7,59.0,87,40,1.12,scattered clouds
508,Bundaberg,AU,-24.85,152.35,71.6,24,1,14.99,clear sky
509,Yarmouth,US,41.71,-70.23,69.8,73,90,4.7,overcast clouds
510,Dvinskoy,RU,62.15,45.12,41.04,80,0,5.82,clear sky
511,Baghdad,IQ,33.34,44.4,82.4,30,0,5.82,clear sky
512,Muhos,FI,64.81,25.99,60.01,100,4,3.36,clear sky
513,Tevaitoa,PF,-16.78,-151.5,78.85,76,14,22.37,few clouds
514,Beckley,US,37.78,-81.19,69.8,64,1,6.93,clear sky
515,Kabinda,CD,-6.13,24.48,72.41,62,0,4.38,clear sky
516,Henties Bay,NA,-22.12,14.28,58.26,45,0,5.41,clear sky
517,Ferkessedougou,CI,9.6,-5.2,72.07,93,99,4.14,light rain
518,Port Keats,AU,-14.25,129.55,80.87,69,65,5.32,broken clouds
519,Ghaziabad,IN,28.67,77.43,84.99,100,90,4.7,thunderstorm with light rain
520,Matay,EG,28.42,30.78,75.07,58,0,9.4,clear sky
521,Santa Cruz De Tenerife,ES,28.47,-16.25,73.99,26,0,3.36,clear sky
522,Verkhnyaya Toyma,RU,62.23,45.0,41.2,79,0,5.44,clear sky
523,Ostrovnoy,RU,68.05,39.51,49.24,78,46,10.18,scattered clouds
524,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,51.8,100,90,8.95,light intensity shower rain
525,Bambanglipuro,ID,-7.95,110.28,75.87,77,27,3.33,scattered clouds
526,Leeton,AU,-34.57,146.4,51.01,81,90,13.87,overcast clouds
527,Kaohsiung,TW,22.62,120.31,87.8,66,40,2.24,scattered clouds
528,Hambantota,LK,6.12,81.12,77.0,100,20,5.82,few clouds
529,Mahibadhoo,MV,3.78,72.97,82.63,64,95,4.61,overcast clouds
530,Mangochi,MW,-14.48,35.26,73.63,49,48,4.0,scattered clouds
531,Ahwa,IN,20.75,73.68,72.36,99,100,5.39,light rain
532,Mangan,IN,27.52,88.53,72.88,56,15,2.46,few clouds
533,Concepcion Del Oro,MX,24.63,-101.42,70.81,40,100,4.07,overcast clouds
534,Maceio,BR,-9.67,-35.74,71.6,94,20,3.91,few clouds
535,Bandarbeyla,SO,9.49,50.81,78.01,73,0,24.96,clear sky
536,Ushirombo,TZ,-3.49,31.96,66.83,54,71,1.34,broken clouds
537,Chenghai,CN,23.46,116.77,82.4,88,40,2.24,scattered clouds
538,Kintampo,GH,8.06,-1.73,71.04,85,31,5.53,scattered clouds
539,Ayan,RU,56.45,138.17,61.18,54,99,15.21,overcast clouds
540,Riyadh,SA,24.69,46.72,80.6,22,56,2.24,broken clouds
541,Sao Felix Do Xingu,BR,-6.64,-51.99,83.98,39,32,2.93,scattered clouds
542,Luorong,CN,24.41,109.61,75.87,93,100,5.97,moderate rain
543,Bijie,CN,27.31,105.29,62.82,82,3,1.41,clear sky
544,Vanimo,PG,-2.67,141.3,84.4,63,24,6.51,few clouds
545,Tilichiki,RU,60.47,166.1,54.28,73,100,20.92,overcast clouds
546,Dakar,SN,14.69,-17.44,82.4,83,40,6.93,scattered clouds
547,Tiznit,MA,29.58,-9.5,66.45,66,0,0.81,clear sky
548,Kaeo,NZ,-35.1,173.78,64.99,58,73,7.0,light rain
549,Kaliyaganj,IN,25.63,88.32,79.25,84,71,14.34,broken clouds
550,Jumla,NP,29.27,82.18,61.43,72,100,1.03,light rain
551,Rabo De Peixe,PT,37.8,-25.58,64.4,77,40,6.93,scattered clouds
552,Teguldet,RU,57.31,88.17,53.19,95,56,6.11,broken clouds
553,Manokwari,ID,-0.87,134.08,81.25,73,82,5.08,broken clouds
554,Tromso,NO,69.65,18.96,48.2,81,90,3.36,shower rain
555,Gandu,BR,-13.74,-39.49,65.03,96,19,0.09,few clouds
556,Lavrentiya,RU,65.58,-171.0,54.5,70,60,8.28,broken clouds
557,Terrace,CA,54.52,-128.6,55.4,87,90,11.41,light rain
558,La Paz,BO,-16.5,-68.15,44.6,65,75,10.29,broken clouds
559,Tsabong,BW,-26.02,22.4,35.35,73,0,4.56,clear sky
560,Katherine,AU,-14.47,132.27,82.4,58,59,4.7,broken clouds
561,Rovaniemi,FI,66.5,25.72,55.4,100,20,8.05,few clouds
562,Flinders,AU,-34.58,150.86,60.01,52,7,10.0,clear sky
563,Port Lavaca,US,28.61,-96.63,91.0,64,0,8.99,clear sky
564,Tahe,CN,52.33,124.73,60.39,51,7,4.38,clear sky
565,Vila Franca Do Campo,PT,37.72,-25.43,64.4,77,40,6.93,scattered clouds
566,Jawhar,SO,2.78,45.5,74.21,86,38,8.46,scattered clouds
567,Winneba,GH,5.35,-0.62,77.0,88,20,12.75,few clouds
568,Bogorodskoye,RU,56.55,37.88,48.02,90,1,3.0,clear sky
569,Arkhangelsk,RU,64.54,40.54,33.8,100,1,1.59,clear sky
570,Cap Malheureux,MU,-19.98,57.61,66.99,69,26,3.0,scattered clouds
571,Aasiaat,GL,68.71,-52.87,44.78,69,0,8.25,clear sky
572,Solnechnyy,RU,50.72,136.63,63.66,43,0,10.02,clear sky
573,Mahajanga,MG,-15.72,46.32,69.8,64,8,8.05,clear sky
574,Barstow,US,34.9,-117.02,109.4,12,1,21.92,clear sky
575,Alexandria,EG,31.22,29.96,78.12,70,0,8.34,clear sky
576,Kefamenanu,ID,-9.45,124.48,76.12,59,16,2.55,few clouds
577,Wanning,CN,18.8,110.4,80.62,85,96,4.7,light rain
578,Tual,ID,-5.67,132.75,79.3,81,49,15.35,scattered clouds
579,Bilma,NE,18.69,12.92,92.1,13,63,5.21,broken clouds
580,Ganzhou,CN,28.82,115.43,84.61,74,95,1.43,overcast clouds
581,San Patricio,MX,19.22,-104.7,86.0,74,75,11.41,broken clouds
582,Wawa,NG,9.9,4.42,74.01,93,70,3.85,broken clouds
583,Kudahuvadhoo,MV,2.67,72.89,82.22,64,97,2.35,overcast clouds
584,Semnan,IR,35.57,53.4,80.6,21,0,4.0,clear sky
585,Kaniama,CD,-7.57,24.18,69.85,53,3,1.54,clear sky
586,Romilly-Sur-Seine,FR,48.51,3.73,68.0,94,73,5.82,broken clouds
587,Batagay-Alyta,RU,67.8,130.41,37.89,78,100,4.0,overcast clouds
588,Phan Thiet,VN,10.93,108.1,77.67,81,100,3.94,overcast clouds
589,Santa Paula,US,34.35,-119.06,95.0,43,1,8.05,smoke
590,Christchurch,NZ,-43.53,172.63,62.01,62,7,5.82,clear sky
591,Misratah,LY,32.38,15.09,79.23,78,0,4.43,clear sky
592,Gao,ML,16.64,1.64,83.43,55,87,6.11,light rain
593,Maningrida,AU,-12.07,134.27,79.05,66,21,3.29,few clouds
594,San Javier,ES,37.81,-0.84,75.99,73,0,4.7,clear sky
595,Aldergrove,CA,49.06,-122.47,78.01,57,75,2.24,broken clouds
596,Staroutkinsk,RU,57.23,59.33,47.89,95,100,14.09,moderate rain
597,Kontagora,NG,10.4,5.47,73.92,95,100,3.18,light rain
598,Kanigoro,ID,-8.13,112.22,74.7,79,40,3.47,scattered clouds
599,George,ZA,-33.96,22.46,48.2,66,35,5.82,scattered clouds
600,Mackay,AU,-21.15,149.2,73.4,64,14,3.36,few clouds
601,Puerto Escondido,MX,15.85,-97.07,80.6,65,90,5.82,overcast clouds
602,Malm,NO,64.07,11.22,60.8,93,99,3.36,overcast clouds
603,Dargaville,NZ,-35.93,173.88,63.25,81,70,17.56,light rain
604,Chumikan,RU,54.72,135.31,57.92,61,59,22.1,broken clouds
605,Vinces,EC,-1.55,-79.73,78.8,61,75,13.87,broken clouds
606,Am Timan,TD,11.03,20.28,69.78,97,100,2.59,light rain
607,Khasan,RU,42.43,130.64,61.3,87,100,12.28,light rain
608,Mana,GF,5.66,-53.78,79.84,83,10,10.13,light rain
609,Ozernovskiy,RU,51.5,156.52,53.94,88,100,8.57,light rain
610,Portland,US,45.52,-122.68,88.0,35,75,3.36,broken clouds
611,Wahiawa,US,21.5,-158.02,89.6,51,1,17.22,clear sky
612,Cordoba,AR,-31.41,-64.18,42.01,50,62,5.82,broken clouds
613,Great Falls,US,47.5,-111.3,87.01,27,1,4.7,clear sky
614,Necochea,AR,-38.55,-58.74,43.0,72,87,8.01,overcast clouds
615,Tezu,IN,27.92,96.17,76.62,67,49,3.29,scattered clouds
616,Hofn,IS,64.25,-15.21,47.03,73,18,15.03,few clouds
617,Pandan,PH,14.05,124.17,80.55,77,75,2.57,broken clouds
618,Porto Nacional,BR,-10.71,-48.42,82.4,48,0,6.93,clear sky
619,Quchan,IR,37.11,58.51,61.43,36,0,5.26,clear sky
620,Phalombe,MW,-15.81,35.65,69.53,58,89,6.33,overcast clouds
621,Port Hedland,AU,-20.32,118.57,68.0,28,0,10.29,clear sky
622,Nagato,JP,34.38,131.2,84.99,79,40,2.24,scattered clouds
623,Juquia,BR,-24.32,-47.63,64.45,86,91,0.38,overcast clouds
624,Healdsburg,US,38.61,-122.87,93.0,22,75,12.75,smoke
625,Sao Joaquim,BR,-28.29,-49.93,47.35,100,100,2.66,light rain
626,Charlestown,AU,-32.95,151.67,63.0,60,1,10.0,clear sky
627,Seredka,RU,58.16,28.19,50.0,87,0,6.08,clear sky
628,Mocuba,MZ,-16.84,36.99,68.56,91,4,5.32,clear sky
629,Ruteng,ID,-8.61,120.47,66.02,84,70,1.77,broken clouds
630,Agen,FR,44.2,0.63,78.01,60,17,12.75,few clouds
631,Stavern,NO,59.0,10.03,62.01,93,100,4.7,overcast clouds
632,Monroe,US,43.15,-77.68,69.01,45,20,5.82,few clouds
633,Umm Lajj,SA,25.02,37.27,86.95,64,57,11.27,broken clouds
634,Nizhnevartovsk,RU,60.93,76.55,55.4,93,67,6.71,broken clouds
635,Alto Araguaia,BR,-17.31,-53.22,76.93,25,9,1.99,clear sky
636,Opuwo,NA,-18.06,13.84,53.4,35,1,7.72,clear sky
637,Epe,NG,6.58,3.98,74.64,90,35,6.76,scattered clouds
638,Goderich,CA,43.75,-81.72,66.99,66,13,3.24,few clouds
639,Aguimes,ES,27.91,-15.45,73.4,73,0,21.92,clear sky
640,Kholodnyy,RU,62.72,147.95,44.91,75,100,23.67,overcast clouds
641,Xai-Xai,MZ,-25.05,33.64,63.73,74,2,11.74,clear sky
642,Prince Rupert,CA,54.32,-130.32,57.2,93,90,2.24,mist
643,Kavaratti,IN,10.57,72.64,82.06,77,100,13.85,light rain
644,Izmir,TR,38.46,27.09,71.01,88,0,2.24,clear sky
645,Wewak,PG,-3.55,143.63,83.34,67,15,4.43,few clouds
646,Ust-Shonosha,RU,61.15,41.34,40.93,85,0,3.06,clear sky
647,Stawell,AU,-37.05,142.77,48.69,76,30,12.62,scattered clouds
648,Zhigansk,RU,66.77,123.37,44.33,66,6,14.67,clear sky
649,Caronport,CA,50.45,-105.82,93.0,21,69,7.0,broken clouds
650,Havre-Saint-Pierre,CA,50.23,-63.6,60.8,87,90,5.82,overcast clouds
651,Los Llanos De Aridane,ES,28.66,-17.92,72.0,83,0,8.05,clear sky
652,Port Augusta,AU,-32.5,137.77,51.01,87,6,11.41,clear sky
653,Tosya,TR,41.02,34.04,62.47,52,0,0.94,clear sky
654,Telford,GB,52.68,-2.45,68.0,88,100,13.87,light rain
655,Maturin,VE,9.75,-63.18,76.19,90,100,5.32,overcast clouds
656,Ahipara,NZ,-35.17,173.17,62.47,83,62,18.59,light rain
